date,close,volume,yield,adjclose
2017/04/21,30.95,18.4005,4.84691,48.0539
2017/04/20,31,24.7448,4.8391,48.1039
2017/04/19,31,35.9355,4.8391,48.1039
2017/04/18,31.55,35.4041,4.75474,48.6539
2017/04/17,31.2,17.5922,4.80808,48.3039
2017/04/14,31.55,17.3215,4.75474,48.6539
2017/04/13,32.2,30.8221,4.65876,49.3039
2017/04/12,32.5,43.419,4.61575,49.6039
2017/04/11,32.55,52.7804,4.60866,49.6539
2017/04/10,33.4,50.357,4.49138,50.5039
2017/04/07,32.7,52.4072,3.67339,49.8039
2017/04/06,33.05,47.1866,3.63449,50.1539
2017/04/05,33.4,97.9706,3.59641,50.5039
2017/03/31,32.4,40.712,3.70741,49.5039
2017/03/30,32.95,104.169,3.64552,50.0539
2017/03/29,32.3,47.9391,3.71889,49.4039
2017/03/28,32.45,91.4188,3.70169,49.5539
2017/03/27,32.1,40.7348,3.74206,49.2039
2017/03/24,31.95,42.2214,3.75962,49.0539
2017/03/23,31.8,23.8267,3.77736,48.9039
2017/03/22,31.8,26.0271,3.77736,48.9039
2017/03/21,31.75,47.0772,3.78331,48.8539
2017/03/20,31.55,18.4906,3.80729,48.6539
2017/03/17,31.55,49.7119,3.80729,48.6539
2017/03/16,31.05,46.7865,3.8686,48.1539
2017/03/15,30.6,29.4602,3.92549,47.7039
2017/03/14,30.9,30.6781,3.88738,48.0039
2017/03/13,31.15,8.28713,3.85618,48.2539
2017/03/10,30.9,22.8991,3.88738,48.0039
2017/03/09,31.1,45.2283,3.8617,48.2039
2017/03/08,31.7,23.4862,3.78861,48.8039
2017/03/07,31.75,48.5623,3.78265,48.8539
2017/03/06,31.85,61.893,3.77077,48.9539
2017/03/03,30.7,27.0592,3.91202,47.8039
2017/03/02,31,30.481,3.87416,48.1039
2017/03/01,31,24.1324,3.87416,48.1039
2017/02/24,31.2,43.4514,3.84933,48.3039
2017/02/23,31.35,14.7808,3.83091,48.4539
2017/02/22,31.2,22.4063,3.84933,48.3039
2017/02/21,31.3,49.4097,3.83703,48.4039
2017/02/20,31.2,31.628,3.84933,48.3039
2017/02/18,30.85,22.2413,3.893,47.9539
2017/02/17,30.8,72.1327,3.89932,47.9039
2017/02/16,31.6,106.091,3.8006,48.7039
2017/02/15,31.45,112.37,3.81873,48.5539
2017/02/14,30.6,39.5796,3.9248,47.7039
2017/02/13,30.4,15.8635,3.95062,47.5039
2017/02/10,30.35,25.8595,3.95713,47.4539
2017/02/09,29.95,40.3697,4.00885,47.0539
2017/02/08,29.85,37.6,4.02228,46.9539
2017/02/07,30.05,20.1187,3.99551,47.1539
2017/02/06,30.05,39.4685,3.99551,47.1539
2017/02/03,29.9,30.83,4.01555,47.0039
2017/02/02,29.4,70.0137,4.08384,46.5039
2017/01/24,30.1,35.2968,3.98887,47.2039
2017/01/23,30.5,41.246,3.93656,47.6039
2017/01/20,30,22.1911,4.00217,47.1039
2017/01/19,30.05,23.976,3.99551,47.1539
2017/01/18,30,32.3736,4.00217,47.1039
