date,close,volume,yield,adjclose
2017/04/21,46.5,216.704,3.22667,69.6796
2017/04/20,46.3,243.854,3.2406,69.4796
2017/04/19,46.9,211.843,3.19915,70.0796
2017/04/18,47.55,269.786,3.15542,70.7296
2017/04/17,47.1,395.228,3.18556,70.2796
2017/04/14,47.55,414.097,3.15542,70.7296
2017/04/13,47.95,480.517,3.12909,71.1296
2017/04/12,46.65,400.298,3.21629,69.8296
2017/04/11,47.35,262.438,3.16874,70.5296
2017/04/10,47.65,181.873,3.14879,70.8296
2017/04/07,48,418.533,5.82969,71.1796
2017/04/06,48.55,433.798,5.76365,71.7296
2017/04/05,47.9,541.245,5.84186,71.0796
2017/03/31,48.4,849.249,5.78151,71.5796
2017/03/30,48.7,999.249,5.74589,71.8796
2017/03/29,47.6,424.787,5.87868,70.7796
2017/03/28,47.7,604.238,5.86635,70.8796
2017/03/27,47.5,1420.01,5.89105,70.6796
2017/03/24,48.9,1623.98,5.72239,72.0796
2017/03/23,47.5,743.233,5.89105,70.6796
2017/03/22,47.15,267.625,5.93478,70.3296
2017/03/21,47.35,366.673,5.90972,70.5296
2017/03/20,47.2,716.73,5.9285,70.3796
2017/03/17,46.4,482.562,6.03071,69.5796
2017/03/16,45.5,648.544,6.15,68.6796
2017/03/15,44.5,240.82,6.2882,67.6796
2017/03/14,45.15,267.083,6.19767,68.3296
2017/03/13,44.65,234.533,6.26708,67.8296
2017/03/10,44.4,939.198,6.30236,67.5796
2017/03/09,46.55,529.709,6.0116,69.7296
2017/03/08,46.6,239.831,6.00515,69.7796
2017/03/07,46.6,264.555,6.00515,69.7796
2017/03/06,46.55,613.547,6.0116,69.7296
2017/03/03,46.1,232.906,6.07028,69.2796
2017/03/02,45.35,199.948,6.17067,68.5296
2017/03/01,45.05,264.21,6.21176,68.2296
2017/02/24,45.5,406.585,6.15033,68.6796
2017/02/23,45.7,381.684,6.12341,68.8796
2017/02/22,46.25,191.729,6.05059,69.4296
2017/02/21,46.35,431.415,6.03754,69.5296
2017/02/20,45.55,393.806,6.14358,68.7296
2017/02/18,46.45,124.707,6.02454,69.6296
2017/02/17,46.4,217.247,6.03103,69.5796
2017/02/16,46.7,322.84,5.99229,69.8796
2017/02/15,46.65,551.262,5.99871,69.8296
2017/02/14,46.65,377.895,5.99871,69.8296
2017/02/13,47.1,579.243,5.9414,70.2796
2017/02/10,45.75,408.143,6.11672,68.9296
2017/02/09,46,254.758,6.09,69.1796
2017/02/08,45.85,575.322,6.10992,69.0296
2017/02/07,46.6,311.432,6.01159,69.7796
2017/02/06,46.55,469.885,6.01805,69.7296
2017/02/03,46.7,931.497,5.99872,69.8796
2017/02/02,48.3,837.441,5.8,71.4796
2017/01/24,48,582.954,5.83625,71.1796
2017/01/23,47.5,342.607,5.89768,70.6796
2017/01/20,47.8,358.69,5.86067,70.9796
2017/01/19,48.2,592.625,5.81203,71.3796
2017/01/18,47.9,747.898,5.84843,71.0796
2017/01/17,47.7,582.829,5.87296,70.8796
2017/01/16,46.5,549.594,6.02452,69.6796
2017/01/13,46.35,553.308,6.04401,69.5296
2017/01/12,47.15,616.287,5.94146,70.3296
2017/01/11,47.85,342.956,5.85455,71.0296
2017/01/10,47.75,590.448,5.86681,70.9296
2017/01/09,48.65,326.133,5.75344,71.8296
2017/01/06,48.75,575.463,5.74164,71.9296
2017/01/05,48.4,671.699,5.78316,71.5796
2017/01/04,47.65,492.307,5.87419,70.8296
2017/01/03,47.25,607.864,5.92392,70.4296
2016/12/30,48.3,264.587,5.79513,71.4796
2016/12/29,48.25,359.016,5.80114,71.4296
2016/12/28,48.8,376.217,5.73576,71.9796
2016/12/27,48,432.772,5.83135,71.1796
2016/12/26,48.75,692.295,5.74164,71.9296
2016/12/23,49.55,1785.46,5.64894,72.7296
2016/12/22,48.45,1228.28,5.77719,71.6296
2016/12/21,47.45,382.394,5.89895,70.6296
2016/12/20,47.7,639.66,5.86803,70.8796
2016/12/19,47.7,524.55,5.86803,70.8796
2016/12/16,48.5,1061.42,5.77124,71.6796
2016/12/15,47.5,580.43,5.89274,70.6796
2016/12/14,47.4,770.438,5.90517,70.5796
2016/12/13,46.8,666.185,5.98088,69.9796
2016/12/12,47,1566.79,5.95543,70.1796
2016/12/09,45.3,1108.48,6.18318,68.4796
2016/12/08,44.3,907.621,6.32275,67.4796
2016/12/07,44.3,545.645,6.32275,67.4796
2016/12/06,44.3,1114.76,6.32275,67.4796
2016/12/05,44.6,342.642,6.28022,67.7796
2016/12/02,44.75,524.977,6.25917,67.9296
2016/12/01,45.25,693.115,6.19001,68.4296
2016/11/30,44.5,509.909,6.29434,67.6796
2016/11/29,44.5,407.647,6.29434,67.6796
2016/11/28,44.5,1535.01,6.29434,67.6796
2016/11/25,43.35,1288.14,6.46132,66.5296
2016/11/24,45,2176.18,6.2244,68.1796
2016/11/23,41.55,958.947,6.74123,64.7296
2016/11/22,40.45,695.792,6.92455,63.6296
2016/11/21,40.1,268.732,6.98499,63.2796
2016/11/18,39.85,360.904,7.02881,63.0296
2016/11/17,39,116.336,7.182,62.1796
2016/11/16,38.9,172.775,7.20046,62.0796
2016/11/15,38.75,179.314,7.22834,61.9296
2016/11/14,39.2,197.365,7.14536,62.3796
2016/11/11,39.25,255.477,7.13626,62.4296
2016/11/10,40.2,477.47,6.96761,63.3796
2016/11/09,38.4,443.465,7.28783,61.5796
2016/11/08,40.15,265.484,6.97017,63.3296
2016/11/07,40,133.558,6.99631,63.1796
2016/11/04,39.95,190.764,7.00507,63.1296
2016/11/03,40,326.007,6.99631,63.1796
2016/11/02,39.8,301.741,7.03147,62.9796
2016/11/01,40.7,185.318,6.87598,63.8796
2016/10/31,40.95,341.244,6.834,64.1296
2016/10/28,40.6,332.462,6.89292,63.7796
2016/10/27,40.9,1060.11,6.84236,64.0796
2016/10/26,41.25,779.927,6.7843,64.4296
