date,close,volume,yield,adjclose
2017/04/21,35.6,562.422,4.06845,58.3885
2017/04/20,NULL,0,0.000144837,NULL
2017/04/19,NULL,0,0.000144837,NULL
2017/04/18,36.45,139.79,3.97358,59.2385
2017/04/17,36.5,89.7596,3.96814,59.2885
2017/04/14,36.5,81.5823,3.96814,59.2885
2017/04/13,36.75,82.3629,3.94114,59.5385
2017/04/12,36.85,159.602,3.93045,59.6385
2017/04/11,36.9,113.437,3.92512,59.6885
2017/04/10,37,36.19,3.91451,59.7885
2017/04/07,37.15,139.564,3.57751,59.9385
2017/04/06,37.3,189.025,3.56312,60.0885
2017/04/05,37.05,272.792,3.58717,59.8385
2017/03/31,36.3,321.28,3.66128,59.0885
2017/03/30,36.85,230.781,3.60664,59.6385
2017/03/29,37.7,142.508,3.52532,60.4885
2017/03/28,37.15,459.062,3.57751,59.9385
2017/03/27,37.75,213.641,3.52065,60.5385
2017/03/24,38,140.011,3.49749,60.7885
2017/03/23,38,128.259,3.49749,60.7885
2017/03/22,37.9,191.784,3.50672,60.6885
2017/03/21,38.4,258.015,3.46105,61.1885
2017/03/20,38.15,103.016,3.48374,60.9385
2017/03/17,38.2,349.769,3.47918,60.9885
2017/03/16,38,171.117,3.49749,60.7885
2017/03/15,38.2,265.164,3.47918,60.9885
2017/03/14,37.8,183.069,3.51599,60.5885
2017/03/13,37.6,188.795,3.53469,60.3885
2017/03/10,37,197.782,3.59201,59.7885
2017/03/09,37.5,356.636,3.54944,60.2885
2017/03/08,38.15,242.988,3.48896,60.9385
2017/03/07,38.2,99.2331,3.4844,60.9885
2017/03/06,37.8,197.152,3.52127,60.5885
2017/03/03,38,280.558,3.50274,60.7885
2017/03/02,38.15,652.494,3.48896,60.9385
2017/03/01,37.7,323.166,3.53061,60.4885
2017/02/24,37.65,373.71,3.5353,60.4385
2017/02/23,38,213.628,3.50274,60.7885
2017/02/22,38.2,516.788,3.4844,60.9885
2017/02/21,37.05,350.105,3.59255,59.8385
2017/02/20,36.6,250.251,3.63672,59.3885
2017/02/18,37.3,87.3101,3.56847,60.0885
2017/02/17,37.5,275.703,3.54944,60.2885
2017/02/16,37.65,386.769,3.5353,60.4385
2017/02/15,38.05,336.023,3.49813,60.8385
2017/02/14,37.8,356.144,3.52127,60.5885
2017/02/13,38,348.941,3.50274,60.7885
2017/02/10,38.2,1507.46,3.4844,60.9885
2017/02/09,36.3,490.494,3.66025,59.0885
2017/02/08,35.2,221.861,3.77463,57.9885
2017/02/07,35.25,278.382,3.76928,58.0385
2017/02/06,35.6,118.523,3.73222,58.3885
2017/02/03,36,192.306,3.69075,58.7885
2017/02/02,35.3,436.266,3.76394,58.0885
2017/01/24,35.4,241.575,3.7533,58.1885
2017/01/23,35.75,333.011,3.71656,58.5385
2017/01/20,34.95,82.363,3.80163,57.7385
2017/01/19,34.65,211.855,3.83455,57.4385
2017/01/18,35.45,294.869,3.74801,58.2385
2017/01/17,35.55,103.568,3.73747,58.3385
2017/01/16,35.8,76.9973,3.71137,58.5885
2017/01/13,36,140.384,3.69075,58.7885
2017/01/12,36.3,288.119,3.66025,59.0885
2017/01/11,35.8,192.049,3.71137,58.5885
2017/01/10,34.95,100.133,3.80163,57.7385
2017/01/09,34.9,170.97,3.8117,57.6885
2017/01/06,35.25,124.391,3.77386,58.0385
2017/01/05,35.25,143.759,3.77386,58.0385
