date,close,volume,yield,adjclose
2017/04/21,345,47.6223,3.48287,427.5
2017/04/20,341.5,72.7812,3.51857,424
2017/04/19,342,154.556,3.51342,424.5
2017/04/18,353,42.1718,3.40394,435.5
2017/04/17,350,17.2195,3.43311,432.5
2017/04/14,349.5,38.5426,3.43803,432
2017/04/13,353.5,22.2646,3.39912,436
2017/04/12,355.5,28.7086,3.38,438
2017/04/11,353,27.1193,3.40394,435.5
2017/04/10,356.5,12.8626,3.37052,439
2017/04/07,356,53.2172,3.3669,438.5
2017/04/06,357,27.6309,3.35747,439.5
2017/04/05,360,122.156,3.32949,442.5
2017/03/31,355.5,64.0352,3.37163,438
2017/03/30,355,59.1353,3.37638,437.5
2017/03/29,358.5,85.7205,3.34342,441
2017/03/28,360.5,121.131,3.32487,443
2017/03/27,357.5,85.162,3.35277,440
2017/03/24,355,47.8534,3.37638,437.5
2017/03/23,351,33.2845,3.41486,433.5
2017/03/22,351.5,63.2538,3.41,434
2017/03/21,355,100.169,3.37638,437.5
2017/03/20,348.5,28.424,3.43935,431
2017/03/17,350,175.705,3.42461,432.5
2017/03/16,348,87.4683,3.4443,430.5
2017/03/15,344,36.9245,3.48435,426.5
2017/03/14,345.5,41.4333,3.46922,428
2017/03/13,344,42.3845,3.48435,426.5
2017/03/10,339,76.4995,3.53574,421.5
2017/03/09,342,133.45,3.50672,424.5
2017/03/08,347,71.3862,3.4562,429.5
2017/03/07,350.5,31.9163,3.42168,433
2017/03/06,350,32.5672,3.42657,432.5
2017/03/03,350,86.7761,3.42657,432.5
2017/03/02,351.5,73.0723,3.41195,434
2017/03/01,349,68.3552,3.43639,431.5
2017/02/24,351.5,71.4858,3.41195,434
2017/02/23,353,94.8369,3.39745,435.5
2017/02/22,353,73.6562,3.39745,435.5
2017/02/21,356,65.3655,3.36882,438.5
2017/02/20,352.5,78.7135,3.40227,435
2017/02/18,358.5,7.82872,3.34533,441
2017/02/17,355.5,85.6931,3.37356,438
2017/02/16,362.5,63.6745,3.30841,445
2017/02/15,361.5,86.2274,3.31757,444
2017/02/14,360,80.2435,3.33139,442.5
2017/02/13,358,40.4882,3.35,440.5
2017/02/10,355.5,89.8257,3.37356,438
2017/02/09,353.5,37.221,3.3925,436
2017/02/08,352,100.968,3.40696,434.5
2017/02/07,354,72.9806,3.38771,436.5
2017/02/06,349,59.7541,3.43625,431.5
2017/02/03,352.5,80.8413,3.40213,435
2017/02/02,348,166.844,3.44612,430.5
2017/01/24,358,141.336,3.34986,440.5
2017/01/23,357,84.9024,3.35924,439.5
2017/01/20,356,114.233,3.36868,438.5
2017/01/19,360,137.914,3.33125,442.5
2017/01/18,362.5,109.074,3.30828,445
2017/01/17,367,70.7561,3.26771,449.5
2017/01/16,363,55.0554,3.30372,445.5
2017/01/13,367,59.4433,3.26771,449.5
2017/01/12,367,91.9457,3.26771,449.5
2017/01/11,365,77.7882,3.28562,447.5
2017/01/10,366,60.6205,3.27664,448.5
2017/01/09,364,42.6111,3.29246,446.5
2017/01/06,365.5,49.9611,3.27895,448
2017/01/05,365,40.3786,3.28344,447.5
2017/01/04,366,57.6762,3.27447,448.5
2017/01/03,364.5,36.911,3.28794,447
2016/12/30,369,110.374,3.24785,451.5
2016/12/29,359,47.0239,3.33831,441.5
2016/12/28,363,24.8292,3.30153,445.5
2016/12/27,359.5,10.1028,3.33367,442
2016/12/26,358.5,18.4508,3.34297,441
2016/12/23,360.5,54.8595,3.32442,443
2016/12/22,361.5,75.7002,3.31523,444
2016/12/21,366,55.643,3.27447,448.5
2016/12/20,361,43.1153,3.31982,443.5
2016/12/19,361,23.9222,3.31982,443.5
