date,close,volume,yield,adjclose
2017/04/21,49,82.131,3.57612,84.4084
2017/04/20,49.2,92.1093,3.56159,84.6084
2017/04/19,49.45,151.841,3.54358,84.8584
2017/04/18,49.45,35.3642,3.54358,84.8584
2017/04/17,49.4,45.2328,3.54717,84.8084
2017/04/14,49.3,29.8942,3.55436,84.7084
2017/04/13,49.35,93.6359,3.55076,84.7584
2017/04/12,49.3,71.0397,3.55436,84.7084
2017/04/11,49.5,70.9659,3.54,84.9084
2017/04/10,49.55,50.0404,3.53643,84.9584
2017/04/07,49.45,119.033,7.68332,84.8584
2017/04/06,49.4,112.805,7.69109,84.8084
2017/04/05,49.75,236.121,7.63698,85.1584
2017/03/31,49.5,159.952,7.67556,84.9084
2017/03/30,49.75,137.731,7.63698,85.1584
2017/03/29,49.9,129.562,7.61403,85.3084
2017/03/28,49.6,271.552,7.66008,85.0084
2017/03/27,49.45,170.426,7.68332,84.8584
2017/03/24,49.25,214.794,7.71452,84.6584
2017/03/23,48.7,74.4202,7.80164,84.1084
2017/03/22,48.7,135.847,7.80164,84.1084
2017/03/21,48.65,139.974,7.80966,84.0584
2017/03/20,48.7,68.82,7.80164,84.1084
2017/03/17,48.7,315.626,7.80164,84.1084
2017/03/16,48.7,98.0356,7.80164,84.1084
2017/03/15,48.5,47.6605,7.83381,83.9084
2017/03/14,48.55,87.4074,7.82575,83.9584
2017/03/13,48.3,51.2674,7.86625,83.7084
2017/03/10,48.1,72.0704,7.89896,83.5084
2017/03/09,48.15,220.487,7.89551,83.5584
2017/03/08,48.3,74.1971,7.87099,83.7084
2017/03/07,48.35,53.3882,7.86285,83.7584
2017/03/06,48.4,117.368,7.85473,83.8084
2017/03/03,48.35,65.6147,7.86285,83.7584
2017/03/02,48.3,87.7005,7.87099,83.7084
2017/03/01,48.5,151.826,7.83854,83.9084
2017/02/24,48.4,315.553,7.85473,83.8084
2017/02/23,48.45,69.1538,7.84663,83.8584
2017/02/22,48.45,44.0448,7.84663,83.8584
2017/02/21,48.45,119.66,7.84663,83.8584
2017/02/20,48.5,21.0219,7.83854,83.9084
2017/02/18,48.6,11.2494,7.82241,84.0084
2017/02/17,48.65,67.7355,7.81437,84.0584
2017/02/16,48.85,82.1001,7.78237,84.2584
2017/02/15,48.95,125.021,7.76648,84.3584
2017/02/14,49,82.0099,7.75855,84.4084
2017/02/13,49,112.516,7.75855,84.4084
2017/02/10,48.6,260.386,7.82241,84.0084
2017/02/09,48.15,82.3164,7.89053,83.5584
2017/02/08,47.9,239.445,7.93171,83.3084
2017/02/07,48,105.832,7.91519,83.4084
2017/02/06,47.9,126.422,7.93171,83.3084
2017/02/03,47.6,141.379,7.9817,83.0084
2017/02/02,47.25,292.646,8.04082,82.6584
2017/01/24,47.7,95.2155,7.96497,83.1084
2017/01/23,47.85,128.078,7.94,83.2584
2017/01/20,47.6,71.8394,7.9817,83.0084
2017/01/19,47.7,78.9721,7.96497,83.1084
2017/01/18,47.7,60.4488,7.96497,83.1084
2017/01/17,47.8,30.5691,7.94831,83.2084
2017/01/16,47.7,44.4902,7.96497,83.1084
2017/01/13,48.05,102.918,7.90695,83.4584
2017/01/12,48.1,192.677,7.89873,83.5084
2017/01/11,47.65,66.9891,7.97333,83.0584
2017/01/10,47.5,87.7244,7.99851,82.9084
2017/01/09,47.35,62.9494,8.02978,82.7584
2017/01/06,47.65,58.3931,7.97922,83.0584
2017/01/05,47.9,90.1322,7.93758,83.3084
2017/01/04,47.5,52.3043,8.00442,82.9084
2017/01/03,47.65,44.9694,7.97922,83.0584
2016/12/30,47.85,125.442,7.94587,83.2584
2016/12/29,47,92.1704,8.08957,82.4084
2016/12/28,47.05,95.3976,8.08098,82.4584
2016/12/27,46.75,108.862,8.13283,82.1584
2016/12/26,46.65,95.2626,8.15027,82.0584
2016/12/23,46.75,158.893,8.13283,82.1584
2016/12/22,47.1,68.8557,8.0724,82.5084
2016/12/21,47.2,117.764,8.0553,82.6084
2016/12/20,47.35,86.9407,8.02978,82.7584
2016/12/19,47.35,61.2459,8.02978,82.7584
2016/12/16,47.4,170.353,8.02131,82.8084
2016/12/15,47.7,50.45,7.97086,83.1084
2016/12/14,47.55,83.6162,7.996,82.9584
2016/12/13,47.7,138.435,7.97086,83.1084
2016/12/12,47.95,66.2983,7.9293,83.3584
2016/12/09,48,76.3503,7.91854,83.4084
2016/12/08,48.25,124.877,7.87751,83.6584
2016/12/07,48.1,64.5073,7.90208,83.5084
2016/12/06,47.6,115.275,7.98508,83.0084
2016/12/05,47.2,101.71,8.05275,82.6084
2016/12/02,47.3,177.414,8.03573,82.7084
2016/12/01,47.75,150.025,7.96,83.1584
2016/11/30,48.25,1690.99,7.87751,83.6584
2016/11/29,47.8,194.02,7.95167,83.2084
2016/11/28,48.45,166.724,7.84499,83.8584
2016/11/25,48.6,190.443,7.82078,84.0084
2016/11/24,48.45,121.499,7.84499,83.8584
2016/11/23,48.25,176.905,7.87751,83.6584
2016/11/22,48.5,400.654,7.83691,83.9084
2016/11/21,47.7,388.561,7.96834,83.1084
2016/11/18,46.3,275.687,8.20929,81.7084
2016/11/17,46.3,253.181,8.20929,81.7084
2016/11/16,46,244.137,8.26283,81.4084
2016/11/15,46,211.26,8.26283,81.4084
2016/11/14,46.05,279.537,8.25385,81.4584
2016/11/11,46.25,268.228,8.21816,81.6584
2016/11/10,46.9,145.935,8.10426,82.3084
2016/11/09,46.2,182.997,8.23009,81.6084
2016/11/08,47.25,80.9684,8.0472,82.6584
2016/11/07,47.05,54.1084,8.0814,82.4584
2016/11/04,47,80.9396,8.09,82.4084
2016/11/03,47.05,130.73,8.0814,82.4584
2016/11/02,47.05,119.741,8.0814,82.4584
2016/11/01,47.3,29.0421,8.03869,82.7084
2016/10/31,47.75,101.043,7.96293,83.1584
2016/10/28,47.3,84.1871,8.03869,82.7084
2016/10/27,47.3,86.4583,8.03869,82.7084
2016/10/26,47.4,78.9651,8.02173,82.8084
2016/10/25,47.5,67.8377,8.00484,82.9084
2016/10/24,47.5,41.0941,8.00484,82.9084
2016/10/21,47.5,142.511,8.00484,82.9084
2016/10/20,47.7,46.817,7.97128,83.1084
2016/10/19,47.75,65.7249,7.96293,83.1584
2016/10/18,47.7,61.2604,7.97128,83.1084
2016/10/17,47.6,51.8411,7.98803,83.0084
2016/10/14,47.55,54.2296,7.99643,82.9584
2016/10/13,47.75,137.656,7.96293,83.1584
2016/10/12,47.55,47.9527,7.99643,82.9584
2016/10/11,47.5,78.297,8.00484,82.9084
2016/10/07,47.5,59.6224,8.00464,82.9084
2016/10/06,47.45,100.311,8.01308,82.8584
2016/10/05,47.45,121.386,8.01308,82.8584
2016/10/04,47.1,53.3023,8.07262,82.5084
2016/10/03,47.2,80.7888,8.05552,82.6084
2016/09/30,47,163.229,8.0898,82.4084
2016/09/29,48,221.101,7.92126,83.4084
2016/09/26,47.85,89.8946,7.94609,83.2584
2016/09/23,47.5,79.1035,8.00464,82.9084
2016/09/22,47.2,113.558,8.05552,82.6084
2016/09/21,47.15,207.829,8.06406,82.5584
2016/09/20,46.65,134.176,8.15049,82.0584
2016/09/19,46.65,97.8759,8.15049,82.0584
2016/09/14,46.6,180.482,8.15924,82.0084
2016/09/13,46.3,204.653,8.21211,81.7084
2016/09/12,46.3,181.893,8.21211,81.7084
2016/09/10,46.55,33.6302,8.168,81.9584
2016/09/09,46.6,202.237,8.15794,82.0084
